App,ID,Author,Date,Rating,Helpful Count,Review,,
Instagram,11,puradhi roy burman,3-Oct-20,1,61, The music sticker on my Instagram app is not working properly. It is showing that instagram music is not available in your region. Whereas when I am logging in my account from and other phone then the problem is not arising but when I am logging in from my phone it is creating a problem. I don't kno...Full ReviewThe music sticker on my Instagram app is not working properly. It is showing that instagram music is not available in your region. Whereas when I am logging in my account from and other phone then the problem is not arising but when I am logging in from my phone it is creating a problem. I don't know why I am facing this problem please help me out. I have tried uninstalling and installing the app but it has not helped me . I am not even able to watch reels. There is only live & story option.,,
Instagram,12,Bo Somerville,4-Oct-20,1,14," Good in the beggining bad at the end. Ive been using instagram for quite a while. Through all of the updates and changes it has been fine. But the newest update is absolute trash. They added chat themes the changes the color of a chat with someone to various colors. Its awful, you cant get rid of it...Full ReviewGood in the beggining bad at the end. Ive been using instagram for quite a while. Through all of the updates and changes it has been fine. But the newest update is absolute trash. They added chat themes the changes the color of a chat with someone to various colors. Its awful, you cant get rid of it and theres not even a very plain grey or white or black theme. So inless your a special pittle snowflake who wants to destroy their eyes everytime the chat. Its absolute garbage.",,
Instagram,13,Gavin Cohen,3-Oct-20,1,53," Just Awful. What's with the ""suggested posts"" feature on the home page. It takes me ages to scroll down and see previous posts from my followers. Surely this is what the ""discover"" page is for! An awful update that absolutely no-one likes. Get rid of this update or I (and many others) will get rid o...Full ReviewJust Awful. What's with the ""suggested posts"" feature on the home page. It takes me ages to scroll down and see previous posts from my followers. Surely this is what the ""discover"" page is for! An awful update that absolutely no-one likes. Get rid of this update or I (and many others) will get rid of the app. Truly terrible.",,
Instagram,14,Melissa Braden,3-Oct-20,3,31," The app is great! But the only thing is that there is some inappropriate things. Like when I first got the app an add was sent to me through the messages and I asked if I wanted to see nudes. THIS WAS HORRIBLE! There are some kids on the app and if they got that it could make them do some bad choice...Full ReviewThe app is great! But the only thing is that there is some inappropriate things. Like when I first got the app an add was sent to me through the messages and I asked if I wanted to see nudes. THIS WAS HORRIBLE! There are some kids on the app and if they got that it could make them do some bad choices, and possibly get into some big trouble. I was able to avoid it but all I am saying is that you should have less inappropriate ads or gestures. Other than that it is a super great app! I enjoy it!:)",,
Instagram,15,Alicia Young,4-Oct-20,1,14," My stories suddenly stopped working. My link/swipe up option is gone, my handsfree, boomerangs etc options are gone. I have uninstalled several times to no avail. Reported this several times and nothing has changed. It's been over a week. Update: most errors were corrected after 2.5 weeks but my lin...Full ReviewMy stories suddenly stopped working. My link/swipe up option is gone, my handsfree, boomerangs etc options are gone. I have uninstalled several times to no avail. Reported this several times and nothing has changed. It's been over a week. Update: most errors were corrected after 2.5 weeks but my link option im my story still isn't visible unless uninstall and reinstall and then it disappears again.",,
Instagram,16,lakshita sharma,3-Oct-20,5,104, Instagram is one best apps I ever used!!As I am using it since years I feel that is very easy to use and even everything is going smoothly well and nicely. Really guys I recommend you to also use I don't know why people are facing so much problem with it I don't have any complaints but I want to tha...Full ReviewInstagram is one best apps I ever used!!As I am using it since years I feel that is very easy to use and even everything is going smoothly well and nicely. Really guys I recommend you to also use I don't know why people are facing so much problem with it I don't have any complaints but I want to thanks the developer and the workers keep it up :-)),,
Instagram,17,Allie C,4-Oct-20,1,18," So ridiculously glitchy and constantly getting worse. Pictures I send in a dm showing up as different picture, my stories still being there after up to 4 days, spam dm requests returning no matter how many times i deleted them, dm videos won't load, and now the in-story camera app refuses to flip to...Full ReviewSo ridiculously glitchy and constantly getting worse. Pictures I send in a dm showing up as different picture, my stories still being there after up to 4 days, spam dm requests returning no matter how many times i deleted them, dm videos won't load, and now the in-story camera app refuses to flip to the front side. Its unbearable & quickly approaching unusable. And don't even get me started on the algorithm, could I just see posts in the order they were posted?",,
Instagram,18,Tammy Schwandt,4-Oct-20,1,10," Use to Love Instagram. But not anymore, be careful if you are using tags to often or liking to many photos because they banish you from being able to do it. Definitely other glitches with this app also, freezes up on me, boots me out of pages also. Also so many fake accounts now days sending me mess...Full ReviewUse to Love Instagram. But not anymore, be careful if you are using tags to often or liking to many photos because they banish you from being able to do it. Definitely other glitches with this app also, freezes up on me, boots me out of pages also. Also so many fake accounts now days sending me messages saying I won stuff, to click on a link. I don't think so!! Heard horrible things lately about these bad accounts.",,
Instagram,19,Ahmed Saleem,4-Oct-20,3,9, The message reply mechanic is not so smooth you really have to hold and push it to the other side to reply to the message. Also the app is not optimized and doesnt work on relatively low speed network. Also no option for cancelling an upload or sending a media item or pausing a video. Please look fo...Full ReviewThe message reply mechanic is not so smooth you really have to hold and push it to the other side to reply to the message. Also the app is not optimized and doesnt work on relatively low speed network. Also no option for cancelling an upload or sending a media item or pausing a video. Please look forward for these problems. Thanks!,,
Instagram,20,Stephanie Bowler,4-Oct-20,2,17," I like the app and have had it for many years. This last update has made my app crash and not been able to post photos. When I tried posting a photo today, it was unable to post it and now it saying that at the top of my feed without ever going away. My dark mode theme always messes up and it has a ...Full ReviewI like the app and have had it for many years. This last update has made my app crash and not been able to post photos. When I tried posting a photo today, it was unable to post it and now it saying that at the top of my feed without ever going away. My dark mode theme always messes up and it has a combo of the light and dark theme so I can't read anything with lettering. I hope Instagram fixes these issues soon.",,
Instagram,21,Seema Bansal,4-Oct-20,1,11, The app is nice but now a days it's deleting fan accounts! And having lots of glitches. I had reinstalled it several times because of glitches and many accounts are getting hacked now a days. Their is some kind of defect with the algorithm of Instagram. It's deleting a number of accounts without any...Full ReviewThe app is nice but now a days it's deleting fan accounts! And having lots of glitches. I had reinstalled it several times because of glitches and many accounts are getting hacked now a days. Their is some kind of defect with the algorithm of Instagram. It's deleting a number of accounts without any reason and especially fan accounts.Need to take some action regarding deleting fan accounts! Why it's deleting our fan accounts? Hope that it will fix the problem soon.,,
Instagram,22,Tomura Shigaraki stan,4-Oct-20,2,13," Ever since the new update it has been glitching a whole lot, everything I try to posts something my images don't show up they are just white spaces, I'm not getting notifications for anything either, like messages, follows, or likes, I used to really enjoy instagram until it started bugging out and ...Full ReviewEver since the new update it has been glitching a whole lot, everything I try to posts something my images don't show up they are just white spaces, I'm not getting notifications for anything either, like messages, follows, or likes, I used to really enjoy instagram until it started bugging out and every few days I'll get a pop up saying I'm restricted from liking any posts or following anyone cuz it's against community guidelines or something idk anymore. I hope everything gets fixed soon.",,
Instagram,23,Vaishnavi,4-Oct-20,5,3819," everything is perfect, specially the option which allows you to like messages. but it would be better if the fluttering hearts came back. and it would be absolutely great if the sound recording option was available in stories too, so that if a video is not needed, just a sound clip can be uploaded. ...Full Revieweverything is perfect, specially the option which allows you to like messages. but it would be better if the fluttering hearts came back. and it would be absolutely great if the sound recording option was available in stories too, so that if a video is not needed, just a sound clip can be uploaded. also, please update your songs list for story uploads, because it would be better if more songs were available. besides these little things, most of everything is right on point. great experience.",,
Instagram,24,Amen2jesuschrist Anthony Ravi George,4-Oct-20,4,8," Adding features & developing new creations can be done at the executive level. But I would say it is over an year the impact of the origin is still missing.Let not try to be a shadow of a tall tree but a ""new tall tree itself"". Shadow of the old tall tree is withered and seize this an opportunity it...Full ReviewAdding features & developing new creations can be done at the executive level. But I would say it is over an year the impact of the origin is still missing.Let not try to be a shadow of a tall tree but a ""new tall tree itself"". Shadow of the old tall tree is withered and seize this an opportunity it is a trillion dollar baby in future by 2030.Don't think only on regional based,country based or continent based user. Think of bringing all the top 5 users of the country together.(No space2continue)",,
Instagram,25,adriella,2-Oct-20,3,5146," instagram is great, you can meet many people and make more friends. But there are flaws. one of the flaws is that, when you want to post a video on your story or send a video to a person or group chat it doesn't seem to work I mean it used to, but now it doesn't. I had to uninstall instagram then re...Full Reviewinstagram is great, you can meet many people and make more friends. But there are flaws. one of the flaws is that, when you want to post a video on your story or send a video to a person or group chat it doesn't seem to work I mean it used to, but now it doesn't. I had to uninstall instagram then redownload it multiple times at this point. Another flaw is the algorithm. The algorithm is terrible, it doesn't even work correctly how are we supposed to gain support? Please fix this thanks. <3",,
Instagram,26,ITS ITS,2-Oct-20,2,148," Dear Instagram, I don't know what the hell is happening to this app 2-3 months before I had the same problem then and now it's repeating. It's that Action Blocked and try again later. I'm fed up with this, please try to fix this problem. It's because I follow a lot or what? I can't get rid of this i...Full ReviewDear Instagram, I don't know what the hell is happening to this app 2-3 months before I had the same problem then and now it's repeating. It's that Action Blocked and try again later. I'm fed up with this, please try to fix this problem. It's because I follow a lot or what? I can't get rid of this issue it's been a week I'm waiting ! I clear data again and I wait but still it's causing problem at least try to remove this feature. I'm totally disappointed and Im unable to follow my friends",,
Instagram,27,Pooja Subrahmanyam,4-Oct-20,4,7," Good app to share your thoughts and more but sometimes the malfunction irritates me like i need to uninstall and re-install the app cause the posts will not be uploaded sometimes and keep on loading and this donot allow me to switch accounts too, The update is good but the problem is i have multiple...Full ReviewGood app to share your thoughts and more but sometimes the malfunction irritates me like i need to uninstall and re-install the app cause the posts will not be uploaded sometimes and keep on loading and this donot allow me to switch accounts too, The update is good but the problem is i have multiple accounts on my instagram and i could not find the new features like 30seconds for reels after the update in the account which i actually need! This is so disappointing.. I hope you fix this problem.",,
Instagram,28,Brianna,3-Oct-20,3,198," Worked fine until the last update. The pictures I send now often have a preview of a picture different from the one I sent, which can be confusing at times when sending stuff to other people. Also, I'm no longer able to accept chat requests, as every time I try to accept, it just closes out and goes...Full ReviewWorked fine until the last update. The pictures I send now often have a preview of a picture different from the one I sent, which can be confusing at times when sending stuff to other people. Also, I'm no longer able to accept chat requests, as every time I try to accept, it just closes out and goes back to my list of chats without adding the new chat.",,
Instagram,29,Mittens4Kittens,1-Oct-20,3,218," I like this app and I use it a lot, but recently there has been a problem with sending pictures through direct messages. When I send pictures from my gallery, they glitch out and keep appearing as different photos. I'll send a picture of my cat and it will appear on my screen as another photo that w...Full ReviewI like this app and I use it a lot, but recently there has been a problem with sending pictures through direct messages. When I send pictures from my gallery, they glitch out and keep appearing as different photos. I'll send a picture of my cat and it will appear on my screen as another photo that was sent. It's not a deal breaker, but it's definitely annoying.",,
Instagram,30,GaYoung Song,4-Oct-20,1,8," Videos load so long both for story and feed, the quality of the video always drop, so I need to be really patient to just watch 1 video and even if it's fully loaded the quality is bad (blur). Meanwhile on my other android phone, it loads perfectly fine does need loadings and no blurry videos. Just ...Full ReviewVideos load so long both for story and feed, the quality of the video always drop, so I need to be really patient to just watch 1 video and even if it's fully loaded the quality is bad (blur). Meanwhile on my other android phone, it loads perfectly fine does need loadings and no blurry videos. Just this phone, please fix thanks!",,
Instagram,31,Queen B,4-Oct-20,5,17," Great so far. Instagram has given my platform such a boost. A lot of clients contact me for business through the photos I post on instagram. I would like more exposure through instagram, given that sometimes we are limited by the number of people who actually see our posts. Instagram has also given ...Full ReviewGreat so far. Instagram has given my platform such a boost. A lot of clients contact me for business through the photos I post on instagram. I would like more exposure through instagram, given that sometimes we are limited by the number of people who actually see our posts. Instagram has also given us such a great opportunity of meeting celebrities and influencial people whom we ordinarily won't be able to meet physically. We are thankful for such platforms.",,
Instagram,32,Kasaiki_ The_Flame,1-Oct-20,4,50," I would give it a 5 star but the thing that keeps me from doing so is when I'm trying to load a video on a private chat it won't let me, it just says ""loading..."" and it gets really annoying. But overall I really enjoy this app! Update: i did the two-factor authentication thing and accidentally logg...Full ReviewI would give it a 5 star but the thing that keeps me from doing so is when I'm trying to load a video on a private chat it won't let me, it just says ""loading..."" and it gets really annoying. But overall I really enjoy this app! Update: i did the two-factor authentication thing and accidentally logged out, I deleted the codes incase my parents would see and now it won't let me in. I tried to get them to resend the codes to my SMS but it won't send me the notification and it's frustrating",,
Instagram,33,Murad M,1-Oct-20,2,75," If I open a profile that I have added to ""close friends"" list, it doesn't show the green ""following"" button as if I haven't added them to that list. Going into settings and then ""close friends"" list fixes this issue temporarily. Also, please remove the limitations due to me not having a Facebook acc...Full ReviewIf I open a profile that I have added to ""close friends"" list, it doesn't show the green ""following"" button as if I haven't added them to that list. Going into settings and then ""close friends"" list fixes this issue temporarily. Also, please remove the limitations due to me not having a Facebook account. For example, I cannot create ""memories"" under my profile from ""stories"" that I post",,
Instagram,34,KylieWileyWumpusWoo Rankin,2-Oct-20,1,100," Not only have I been having negative experiences using the app (profile picture disappearing, not receiving messages or notifications, etc) but after being unable to log into a personal account again NO recovering processes have worked. It won't send any SMS messages to my phone, and the ""need more ...Full ReviewNot only have I been having negative experiences using the app (profile picture disappearing, not receiving messages or notifications, etc) but after being unable to log into a personal account again NO recovering processes have worked. It won't send any SMS messages to my phone, and the ""need more help logging in"" does nothing but buffer and after filling out the questions doesn't even allow me to submit. Tired of this app not working....",,
Instagram,35,meghana J,4-Oct-20,2,5," Something's totally wrong. I can't download the pictures I captured from instagram. And most of all, I love singing, and now I am not even able to upload my IGTV videos as it just shows ""Processing"", and takes forever to process. Due to this, I am not even able to post my singing videos which is rea...Full ReviewSomething's totally wrong. I can't download the pictures I captured from instagram. And most of all, I love singing, and now I am not even able to upload my IGTV videos as it just shows ""Processing"", and takes forever to process. Due to this, I am not even able to post my singing videos which is really really irritating. Please fix this issue.",,
Instagram,36,Cian Thompson,1-Oct-20,1,2117," Reels needs to get better. There's not an option to report if a filter is broken, only if it has something to do with violence or inappropriate content. ""Green Screen"" doesn't work at all. Reels doesn't let you add your own audio over music playing, it's either music playing or nothing at all. That'...Full ReviewReels needs to get better. There's not an option to report if a filter is broken, only if it has something to do with violence or inappropriate content. ""Green Screen"" doesn't work at all. Reels doesn't let you add your own audio over music playing, it's either music playing or nothing at all. That's why people are still using TikTok. If these issues are resolved, lots of people will stop reposing TikTok on Instagram. Oh Reels is ""new""? Doesn't mean you have to take months to make an improvement",,
Instagram,37,DRM 27,4-Oct-20,1,4, Honestly its become a pointless app. Had this for about a decade and its had its ups and dowjs but this new suggested posts update is just the death knell for me. I refresh the page every now and then or my phone does it automatically because I close all my apps and all I get to see is a few posts l...Full ReviewHonestly its become a pointless app. Had this for about a decade and its had its ups and dowjs but this new suggested posts update is just the death knell for me. I refresh the page every now and then or my phone does it automatically because I close all my apps and all I get to see is a few posts lf people I follow. Everything else is just suggested spam for as long as I can scroll. Its just a new level of spam on the homepage of all places. No point really using the app anymore.,,
Instagram,38,Alexis Marie Davis,2-Oct-20,2,243," With the new instagram update, I don't like it at all. I liked the old layout better because I could see who liked my posts and I could add new posts. Instead, the likes are next to the DM button, there is a reels button and a shopping button. I don't like the shopping button, meaning the layout isn...Full ReviewWith the new instagram update, I don't like it at all. I liked the old layout better because I could see who liked my posts and I could add new posts. Instead, the likes are next to the DM button, there is a reels button and a shopping button. I don't like the shopping button, meaning the layout isn't the same. I prefer the old one than the new layout because it's not even attractive. Also, the DM part where we can change the theme - please make it for all users.",,
Instagram,39,bad kid,3-Oct-20,1,16, Can't login and use the app. I know my password and everything but it just dosen't let me log in even thou my internet connection is perfectly fine and im using other apps as per usual but insta is playing around and i also have tried uninstalling and installing it several times to see if it works b...Full ReviewCan't login and use the app. I know my password and everything but it just dosen't let me log in even thou my internet connection is perfectly fine and im using other apps as per usual but insta is playing around and i also have tried uninstalling and installing it several times to see if it works but it dosen't and that's starting to piss me alot since the new update this app has got plenty of malfunctions. Needs to be fixed,,
Instagram,40,Pamela Cook,30-Sep-20,1,132," As usual, with most of these updates, this update screwed the app up. This is ""supposed"" to be an app for viewing photos. Unfortunately now, photos aren't loading. Not even avatars are loading. I rebooted the phone, tried putting the phone on my home wifi. Nothing is working. It's a royal pain in th...Full ReviewAs usual, with most of these updates, this update screwed the app up. This is ""supposed"" to be an app for viewing photos. Unfortunately now, photos aren't loading. Not even avatars are loading. I rebooted the phone, tried putting the phone on my home wifi. Nothing is working. It's a royal pain in the a$$ to delete everything and re-download and log back in. Why can't you developers just leave it alone??",,
Instagram,41,ragul sharma,1-Oct-20,3,34," Nice experience but some major bugs are there.. Story uploading issues is major issue, when I upload 30sec video first 15sec only successfully uploading balance 15 sec not at all uploading always shows couldn't upload retry. This is major isse i saw last 2mnths . Even I reinstalled many times and I ...Full ReviewNice experience but some major bugs are there.. Story uploading issues is major issue, when I upload 30sec video first 15sec only successfully uploading balance 15 sec not at all uploading always shows couldn't upload retry. This is major isse i saw last 2mnths . Even I reinstalled many times and I updated app too. But still this bug is there. Please solve that issue.. My insta ID is sharmaslm refer and solve as soon as possible. Thank you.",,
Instagram,42,Silent Killer,1-Oct-20,3,31," Hi, I'm facing instagram problem in my cellphone... I cannot able to open my all messages in chat room... When i open anyone's messages, my instagram close immediately... It's happening from the morning... i tried to report from instagram but they are send me false message...I'm sharing the video of...Full ReviewHi, I'm facing instagram problem in my cellphone... I cannot able to open my all messages in chat room... When i open anyone's messages, my instagram close immediately... It's happening from the morning... i tried to report from instagram but they are send me false message...I'm sharing the video of the issue I'm facing, that is clearly mentioned the problem... Kindly please try to solve this issue... I'll be thankful for you.",,
Instagram,43,Amy Bowers,2-Oct-20,1,125," Has gone drastically downhill starting mid-September. Surely because of the election and the *bonus* new algorithms. Which are a joke. Have multiple Instagram accounts. The private account is totally different than the public. Layout is wack. Posts are taking a full day to upload if at all. Please f...Full ReviewHas gone drastically downhill starting mid-September. Surely because of the election and the *bonus* new algorithms. Which are a joke. Have multiple Instagram accounts. The private account is totally different than the public. Layout is wack. Posts are taking a full day to upload if at all. Please fix this, Instagram. What happened with this used to be awesome app?!!! Bring it back. - Frustrated User",,
Instagram,44,Cooking Studio,4-Oct-20,1,4," I faced a problem from last 3 November 2019.. I can't change my profile picture, can't change my bio,can't update my website address. also I can't see any notification in my instagram page like who follow mee or like my post ETC.. I think its a action block but how much it longer? now its almost bee...Full ReviewI faced a problem from last 3 November 2019.. I can't change my profile picture, can't change my bio,can't update my website address. also I can't see any notification in my instagram page like who follow mee or like my post ETC.. I think its a action block but how much it longer? now its almost been a year umm suffering from this problem I need a proper solution..",,
Instagram,45,Engie Emrys,4-Oct-20,1,5," Can't even join Beta because app won't even open when I'm joined. Also, when sending a post from a private account, why are you showing me followers of that account that I don't even follow?? NEEDS TO GO ASAP. This is extremely irritating. Also, why suddenly did my most recent people I send posts to...Full ReviewCan't even join Beta because app won't even open when I'm joined. Also, when sending a post from a private account, why are you showing me followers of that account that I don't even follow?? NEEDS TO GO ASAP. This is extremely irritating. Also, why suddenly did my most recent people I send posts to disappear and you put a bunch of people I never talk to???",,
Instagram,46,A Google user,1-Oct-20,3,105, The app is great until you have a technical issue and there is no support to get it fixed. I've had no music features meaning I cant use reels properly or add music to my stories now for months and I've reached out to Instagram so many times to try and get the issue resolved with no response. There ...Full ReviewThe app is great until you have a technical issue and there is no support to get it fixed. I've had no music features meaning I cant use reels properly or add music to my stories now for months and I've reached out to Instagram so many times to try and get the issue resolved with no response. There should be a team for handling technical issues users are facing. I love Instagram but if your account breaks who can you ask for help from? It would be 5* if you had a proper support network available,,
Instagram,47,Chaiya Sirgany,2-Oct-20,1,257," The app barely functions at all for me anymore. Stories and newsfeed may try to refresh but the content never loads. Trying to run numerous accounts from this app right now is a nightmare. I've deleted the app, signed out and back in, I've tried using it in other places to be certain it's not an iss...Full ReviewThe app barely functions at all for me anymore. Stories and newsfeed may try to refresh but the content never loads. Trying to run numerous accounts from this app right now is a nightmare. I've deleted the app, signed out and back in, I've tried using it in other places to be certain it's not an issue with my internet, I feel like I've tried everything.",,
Instagram,48,Harsha Keswani,4-Oct-20,1,4, This app was just amazing but suddenly it been temporarily locked for me due to some phishing activity detected on my account and i have no way to unlock is because the email id on my account is my old id which i no longer have access to. I am constantly writing emails to support team but no help. O...Full ReviewThis app was just amazing but suddenly it been temporarily locked for me due to some phishing activity detected on my account and i have no way to unlock is because the email id on my account is my old id which i no longer have access to. I am constantly writing emails to support team but no help. On the instagram page also i am not getting help. I am ready to provide any proofs required but please just unlock my account,,
Instagram,49,bilge bozkurt,1-Oct-20,1,3118," The new update of Instagram makes its users to suffer. There is no easy way to post your photos, which was, by the way, the basic functionality of Instagram back in the day, and also there is a limited functionality when posting your videos. So why use Instagram, for the sake of followers... Don't, ...Full ReviewThe new update of Instagram makes its users to suffer. There is no easy way to post your photos, which was, by the way, the basic functionality of Instagram back in the day, and also there is a limited functionality when posting your videos. So why use Instagram, for the sake of followers... Don't, there are new social media mediums coming to light with new and improved functionalities. Come on people, we need better tools to socialize...",,
Instagram,50,Felicia Cooper,4-Oct-20,2,3," I have been using this app for quite a good while now and since recently its saying that I'm action blocked. I cant like, comment on anything or even add a caption to anything I post. This has been happening for about a Month and a half now and I've been waiting to see it get better which it won't.",,
Instagram,51,Kailey Greenwood,2-Oct-20,5,82," I am very annoyed. I have a multi account login and on one account I can share posts to my stories, on the other I can't. I have contacted the help center with no reply and I cannot find a satisfactory answer to my issue. I've uninstalled, restarted, cleared cache... If I can get this resolved, it w...Full ReviewI am very annoyed. I have a multi account login and on one account I can share posts to my stories, on the other I can't. I have contacted the help center with no reply and I cannot find a satisfactory answer to my issue. I've uninstalled, restarted, cleared cache... If I can get this resolved, it would be 5 stars.",,
Instagram,52,dirty sanchez,30-Sep-20,1,163," The new update testing changes to the bottom navigation bar is very very bad. I have two versions on my two accounts, moving the ""new post"" button, the notifications button, and/or the search button into the small top corners of the app to make way instead for ""shopping"" and ""reels"". These are absol...Full ReviewThe new update testing changes to the bottom navigation bar is very very bad. I have two versions on my two accounts, moving the ""new post"" button, the notifications button, and/or the search button into the small top corners of the app to make way instead for ""shopping"" and ""reels"". These are absolutely terrible decisions and shaft vital functions of the app away just to force unwanted gimmick features to the centre focus. These changes make the user experience much worse than before.",,
Instagram,53,S500 RAINFALL,29-Sep-20,2,40," It was perfect until a couple weeks ago when an update introduced suggested posts. I have no issue with that feature at all, what I do have a problem with is every bug that came with it. 1: You can no longer save videos and photos taken using the Direct message camera despite having the option. 2: P...Full ReviewIt was perfect until a couple weeks ago when an update introduced suggested posts. I have no issue with that feature at all, what I do have a problem with is every bug that came with it. 1: You can no longer save videos and photos taken using the Direct message camera despite having the option. 2: Photos sent into direct that were taken using your device camera app will be stretched and distorted. 3: Notifications either come through 10 minutes late, or repeat even though you've seen it in app.",,
Instagram,54,Patrick Hoffman,2-Oct-20,1,85," Use to like instrgam, got off facebook and made the move and all that. Well, now there is this thing called suggested posts and ad bloat. After the update, when you scroll to the bottom you see ""Suggested Posts"" unless you click ""Older Posts."" Now I'm seeing people I don't even know and I only have ...Full ReviewUse to like instrgam, got off facebook and made the move and all that. Well, now there is this thing called suggested posts and ad bloat. After the update, when you scroll to the bottom you see ""Suggested Posts"" unless you click ""Older Posts."" Now I'm seeing people I don't even know and I only have instragam because you use to only see who you follow. Now about the ads and ""Older Posts."" Multiple times I have clicked Older Posts and literally it was 8-11 ads before my friends. Don't download.",,
